doc_id,year,member,pages,doc_kind,orientation,entry_style,density,legibility,notes,inv_year,inv_member,cluster
8218330,2021,Ann Wagner,1,ptr_form,rotated90,handwritten,sparse,high,"Formulaire officiel tourne 90, noms d'actifs manuscrits (munis), ~5 lignes, lisible.",2021,Ann Wagner,C_manuscrit
8218534,2022,Tom Cole,2,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90, en-tete manuscrit (Wells Fargo Common), grille de transactions quasi vide, p2 vide.",2022,Tom Cole,C_manuscrit
8218659,2022,Tom Cole,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90, manuscrit (Enbridge Common Stock), ~1 ligne, barre noire HAND DELIVERED sur le bord.",2022,Tom Cole,C_manuscrit
8218938,2022,Tom Cole,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90, manuscrit (Alliant Energy Corp), 1 ligne vente.",2022,Tom Cole,C_manuscrit
8218624,2022,James M. Costa,1,ptr_form,rotated90,mixed,sparse,high,"Formulaire officiel tourne 90, nom tape, actif tape (West American Bank WABC Stock), 1 ligne.",2022,James M. Costa,C_manuscrit
8219054,2022,Sharice Davids,2,ptr_form,rotated90,handwritten,medium,medium,"Formulaire officiel tourne 90, noms d'actifs et filer notes manuscrits, ~5-8 lignes, ecriture penchee mais lisible.",2022,Sharice Davids,C_manuscrit
8218535,2022,"Charles J. ""Chuck"" Fleischmann",2,ptr_form,mixed,typed,medium,high,"Formulaire officiel tape, fonds communs (T Rowe Price, Vanguard, etc.). Page 1 droite (legerement penchee), page 2 continuation tournee 90. Coches a la main (X) mais texte tape.",2022,"Charles J. ""Chuck"" Fleischmann",B_tape_tourne
8218565,2022,"Charles J. ""Chuck"" Fleischmann",2,ptr_form,rotated90,typed,medium,high,"Formulaire officiel tourne 90, tape (Draftkings, Invesco, iShares ETFs), ~5 lignes/page.",2022,"Charles J. ""Chuck"" Fleischmann",B_tape_tourne
8218753,2022,"Charles J. ""Chuck"" Fleischmann",4,ptr_form,mixed,typed,medium,high,"Formulaire officiel tape, ETF/index (SPDR, WisdomTree, etc.). Page 1 droite, pages 3-4 continuations tournees 90 (p4 seulement 2 lignes). Coches manuscrites mais asset names tapes.",2022,"Charles J. ""Chuck"" Fleischmann",B_tape_tourne
8219165,2022,"Charles J. ""Chuck"" Fleischmann",2,ptr_form,rotated90,typed,medium,high,"Formulaire officiel tourne 90, tape (Invesco, iShares, SPDR ETFs), ~5-6 lignes/page.",2022,"Charles J. ""Chuck"" Fleischmann",B_tape_tourne
8219277,2022,"Charles J. ""Chuck"" Fleischmann",3,ptr_form,mixed,typed,medium,high,"Formulaire officiel, p1 tournee 90 mais p2/p3 droites (orientation variable), tape (SPDR/iShares ETFs), ~5 lignes/page.",2022,"Charles J. ""Chuck"" Fleischmann",B_tape_tourne
8219298,2022,"Charles J. ""Chuck"" Fleischmann",1,ptr_form,rotated90,typed,sparse,high,"Formulaire officiel tourne 90, tape (Parnassus Mid-Cap Fund, Twilio Inc), ~2 lignes.",2022,"Charles J. ""Chuck"" Fleischmann",B_tape_tourne
8218641,2022,Scott Franklin,5,ptr_form,upright,typed,medium,high,"Formulaire officiel entierement DROIT (toutes pages upright). Actifs tapes et tres lisibles (Starbucks, Microsoft, Cisco, JPMorgan, Verizon). Champs nom/notes manuscrits (IRA Account) mais les entrees d'actifs sont tapees.",2022,Scott Franklin,A_tape_droit
8219043,2022,Vicente Gonzalez,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90, manuscrit (Berkshire Hathaway, Tesla TSLA, Penn), ~2-3 lignes, lisible.",2022,Vicente Gonzalez,C_manuscrit
8218540,2022,Diana Harshbarger,7,ptr_form,mixed,typed,dense,high,"Formulaire officiel, couverture droite + pages tableau tournees 90, denses, tapees et lisibles (Electronic Arts, Analog Devices, Oshkosh Corp). Nombreux trusts familiaux.",2022,Diana Harshbarger,B_tape_tourne
8218580,2022,Diana Harshbarger,11,ptr_form,mixed,typed,dense,medium,"Formulaire officiel, couverture droite + pages tableau tournees 90, denses, tapees (Jabil, Booking Holdings, Wells Fargo, American Financial, Carlyle, Electronic Arts). Multiples trusts ; caracteres petits mais lisibles.",2022,Diana Harshbarger,B_tape_tourne
8218621,2022,Diana Harshbarger,8,ptr_form,rotated90,typed,dense,medium,"Gros dossier officiel tourne 90 (8 pages), p1 couverture grille vide, pages 5/8 TAPEES tres denses >20 lignes (Harshbarger Family Trust, Citrix, Disney, Salesforce...). Pattern Khanna/McCaul, lisible mais petit.",2022,Diana Harshbarger,B_tape_tourne
8218662,2022,Diana Harshbarger,7,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House PTR tourne 90 degres, tape, tables tres chargees (HARSHBARGER FAMILY TRUST, etc.). Lisible mais petit/tourne.",2022,Diana Harshbarger,B_tape_tourne
8218894,2022,Diana Harshbarger,10,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House PTR tourne 90 degres, tape, pages internes denses. Lisible mais petit/tourne.",2022,Diana Harshbarger,B_tape_tourne
8219056,2022,Diana Harshbarger,4,ptr_form,mixed,typed,medium,high,"Formulaire officiel House. Page 1 couverture droite ; pages tableau (3-4) tournees 90, tapees et lisibles (Procter & Gamble, etc.). Page 4 peu remplie.",2022,Diana Harshbarger,B_tape_tourne
8219131,2022,Diana Harshbarger,10,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House PTR tourne 90 degres, tape, dense. Lisible mais petit/tourne.",2022,Diana Harshbarger,B_tape_tourne
8219202,2022,Diana Harshbarger,9,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House PTR tourne 90 degres, tape, dense. Page 1 colonnes FULL ASSET NAME/TYPE/AMOUNT confirmees.",2022,Diana Harshbarger,B_tape_tourne
8219228,2022,Diana Harshbarger,5,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House PTR tourne 90 degres, tape, dense. Lisible mais petit/tourne.",2022,Diana Harshbarger,B_tape_tourne
8219266,2022,Diana Harshbarger,6,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House PTR tourne 90 degres, tape, dense. Lisible mais petit/tourne.",2022,Diana Harshbarger,B_tape_tourne
8219281,2022,Diana Harshbarger,9,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House PTR tourne 90 degres, tape, dense. Page 1 lisible nettement, pages internes denses.",2022,Diana Harshbarger,B_tape_tourne
8218661,2022,Trey Hollingsworth,2,ptr_form,upright,typed,sparse,medium,"Formulaire officiel House PTR droit, tape, tres peu de lignes (Enterprise Products Partners). Page 2 quasi vide.",2022,Trey Hollingsworth,A_tape_droit
8218937,2022,Trey Hollingsworth,2,ptr_form,upright,typed,sparse,medium,"Formulaire officiel House PTR droit, tape, qq lignes Owl Rock Capital Corp. Page 2 quasi vide.",2022,Trey Hollingsworth,A_tape_droit
8219044,2022,Trey Hollingsworth,2,ptr_form,upright,typed,sparse,medium,"Formulaire officiel House PTR droit, tape, qq lignes Owl Rock Capital Corp. Page 2 quasi vide.",2022,Trey Hollingsworth,A_tape_droit
8219209,2022,Trey Hollingsworth,2,ptr_form,upright,typed,sparse,medium,"Formulaire officiel House PTR droit, tape, 1-2 lignes (National Bank of Canada). Page 2 vide.",2022,Trey Hollingsworth,A_tape_droit
8219258,2022,Trey Hollingsworth,2,ptr_form,upright,typed,sparse,medium,"Formulaire officiel House PTR droit, tape, 1 ligne (JPMorgan Chase). Page 2 vide.",2022,Trey Hollingsworth,A_tape_droit
8219272,2022,Trey Hollingsworth,2,ptr_form,upright,typed,sparse,medium,"Formulaire officiel House PTR droit, tape, 1 ligne (Coats Structured Fund). Page 2 vide.",2022,Trey Hollingsworth,A_tape_droit
8218604,2022,Mike Kelly,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel House 1 page, tourne 90, entrees manuscrites (FAIRFIELD COUNTY VA, etc.).",2022,Mike Kelly,C_manuscrit
8218856,2022,Mike Kelly,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel House 1 page, tourne 90, manuscrit (OHIO STATE, ROCKWOOD).",2022,Mike Kelly,C_manuscrit
8218936,2022,Mike Kelly,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel House 1 page, tourne 90, manuscrit, mention HAND DELIVERED.",2022,Mike Kelly,C_manuscrit
8219082,2022,Mike Kelly,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel House 1 page, tourne 90, une seule ligne manuscrite.",2022,Mike Kelly,C_manuscrit
8219156,2022,Mike Kelly,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel House 1 page, tourne 90, une ligne manuscrite (REGENCY).",2022,Mike Kelly,C_manuscrit
8218518,2022,Rohit Khanna,10,ptr_form,rotated90,typed,dense,medium,"Couverture officielle 'Please see the attached' + pages de continuation du MEME formulaire House, tourne 90, tape. p6 tres serree/petite, p10 lisible.",2022,Rohit Khanna,B_tape_tourne
8218560,2022,Rohit Khanna,13,ptr_form,rotated90,typed,dense,medium,"Couverture officielle 'see attached' + continuation meme formulaire House, tourne 90, tape. p7 tres dense/petite, p13 lisible (MASTERCARD, DANAHER...).",2022,Rohit Khanna,B_tape_tourne
8218597,2022,Rohit Khanna,12,ptr_form,rotated90,typed,dense,medium,"Couverture officielle + continuation meme formulaire House, tourne 90, tape. Pages de transactions tres serrees rendues en petit; tabulaire officiel.",2022,Rohit Khanna,B_tape_tourne
8218637,2022,Rohit Khanna,10,ptr_form,rotated90,typed,dense,medium,"Couverture officielle + continuation meme formulaire House, tourne 90, tape. p6 extremement dense/petite (limite basse), p10 lisible.",2022,Rohit Khanna,B_tape_tourne
8218730,2022,Rohit Khanna,18,ptr_form,rotated90,typed,dense,medium,"Couverture officielle 'see attached' + continuation meme formulaire House, tourne 90, tape. p10 tres serree, p18 bien lisible (VERIZON, JPMORGAN CHASE...).",2022,Rohit Khanna,B_tape_tourne
8218940,2022,Rohit Khanna,67,ptr_form,rotated90,typed,dense,high,"Gros dossier 67 p: couverture officielle + continuation meme formulaire House, tourne 90, tape, lisible. Formulaire officiel, PAS un releve externe.",2022,Rohit Khanna,B_tape_tourne
8219068,2022,Rohit Khanna,34,ptr_form,rotated90,typed,dense,high,"34 p: couverture officielle 'Please see the attached' + continuation meme formulaire House, tourne 90, tape, lisible.",2022,Rohit Khanna,B_tape_tourne
8219155,2022,Rohit Khanna,16,ptr_form,rotated90,typed,dense,high,"16 p: couverture officielle + continuation meme formulaire House, tourne 90, tape, derniere page bien lisible (MORGAN STANLEY, JPMORGAN CHASE & CO).",2022,Rohit Khanna,B_tape_tourne
8219207,2022,Rohit Khanna,24,ptr_form,rotated90,typed,dense,medium,Formulaire officiel House. Couverture 'Please see the attached' suivie du meme formulaire taourne 90. Barres noires de scan sur p13 masquant quelques cellules; p24 tres lisible.,2022,Rohit Khanna,B_tape_tourne
8219242,2022,Rohit Khanna,32,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel tape, tourne 90. Barres noires de scan sur p17; noms d'actifs globalement lisibles.",2022,Rohit Khanna,B_tape_tourne
8219275,2022,Rohit Khanna,21,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel tape, tourne 90. Barres noires de scan presentes; noms d'actifs lisibles (META PLATFORMS, DEERE & COMPANY, etc.).",2022,Rohit Khanna,B_tape_tourne
8219288,2022,Rohit Khanna,28,ptr_form,rotated90,typed,dense,high,"Formulaire officiel tape. Scan propre, noms d'actifs nets (COMCAST, FIDELITY, SVB FINANCIAL...). Pages de donnees tournees 90.",2022,Rohit Khanna,B_tape_tourne
8218527,2022,David Kustoff,1,ptr_form,upright,handwritten,sparse,medium,"Formulaire officiel rempli a la main, droit, peu d'entrees; ecriture manuscrite penchee mais lisible.",2022,David Kustoff,C_manuscrit
8218561,2022,David Kustoff,2,ptr_form,upright,handwritten,sparse,medium,"Formulaire officiel manuscrit (Proctor & Gamble, Microsoft Corp...). p2 = formulaire de continuation vierge. Manuscrit lisible.",2022,David Kustoff,C_manuscrit
8219259,2022,David Kustoff,1,ptr_form,upright,handwritten,sparse,medium,"Formulaire officiel manuscrit, droit, peu d'entrees, lisible.",2022,David Kustoff,C_manuscrit
8218548,2022,Doug Lamborn,2,ptr_form,mixed,handwritten,sparse,medium,"Formulaire officiel manuscrit (NetApp Inc stock, IRA). p1 droite, p2 tournee 90 -> orientation mixte.",2022,Doug Lamborn,C_manuscrit
8218598,2022,Doug Lamborn,2,ptr_form,mixed,handwritten,medium,medium,"Formulaire officiel manuscrit (NetApp Inc stock, IRA). p1 droite, p2 tournee 90 -> mixte. Plusieurs lignes.",2022,Doug Lamborn,C_manuscrit
8219025,2022,Doug Lamborn,2,ptr_form,mixed,handwritten,sparse,medium,"Formulaire officiel manuscrit (NetApp Inc stock, IRA). p1 droite, p2 tournee 90 -> mixte.",2022,Doug Lamborn,C_manuscrit
8219130,2022,Doug Lamborn,2,ptr_form,mixed,handwritten,medium,medium,"Formulaire officiel manuscrit (NetApp Inc stock, IRA). p1 droite, p2 tournee 90 -> mixte. ~8-9 lignes.",2022,Doug Lamborn,C_manuscrit
8219289,2022,Doug Lamborn,2,ptr_form,mixed,handwritten,medium,medium,"Formulaire officiel manuscrit, plusieurs lignes NetApp. p1 droite, p2 tournee 90 -> mixte.",2022,Doug Lamborn,C_manuscrit
8219290,2022,Doug Lamborn,2,ptr_form,mixed,handwritten,medium,medium,"Formulaire officiel manuscrit (NetApp Inc stock, IRA). p1 droite, p2 tournee 90 -> mixte.",2022,Doug Lamborn,C_manuscrit
8218599,2022,Billy Long,1,ptr_form,upright,typed,sparse,high,"Formulaire officiel droit, une seule transaction tapee (Apple, achat, 02/02/22). Tampons manuscrits dans la marge (signature/date).",2022,Billy Long,A_tape_droit
8218545,2022,Michael T. McCaul,16,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House (FULL ASSET NAME / TYPE / DATE / AMOUNT A-K). Page 1 de couverture upright (case 'SEE SCHEDULES ATTACHED'), puis les pages de schedule (p9, p16) sont du MEME formulaire officiel mais TOURNEES 90 degres et tres denses (>20 lignes/page). Dactylographie, lisible avec effort. PAS un releve externe.",2022,Michael T. McCaul,B_tape_tourne
8218579,2022,Michael T. McCaul,11,ptr_form,mixed,typed,dense,medium,"Couverture p1 droite 'SEE SCHEDULES ATTACHED', schedules officiels p6/p11 tournes 90 degres, tapes, tres charges.",2022,Michael T. McCaul,B_tape_tourne
8218615,2022,Michael T. McCaul,8,ptr_form,mixed,typed,dense,medium,"Cas 'tourne + tres dense' du pre-examen : formulaire officiel tape, couverture droite, pages tableau tournees 90 et tres denses (>30 lignes : muni bonds, Murphy Oil, Chevron). Petits caracteres mais lisibles ; NE PAS confondre avec un releve externe.",2022,Michael T. McCaul,B_tape_tourne
8218645,2022,Michael T. McCaul,6,ptr_form,mixed,typed,dense,medium,"Couverture p1 droite, schedules tournes 90 degres tapes; p4 dense, derniere page sparse.",2022,Michael T. McCaul,B_tape_tourne
8218855,2022,Michael T. McCaul,5,ptr_form,mixed,typed,dense,medium,"Couverture p1 droite, schedules officiels tournes 90 degres tapes; p3 dense.",2022,Michael T. McCaul,B_tape_tourne
8219010,2022,Michael T. McCaul,9,ptr_form,mixed,typed,dense,medium,"Couverture p1 droite, schedules tournes 90 degres tapes; p5 dense, derniere page courte.",2022,Michael T. McCaul,B_tape_tourne
8219090,2022,Michael T. McCaul,6,ptr_form,mixed,typed,dense,medium,"Couverture p1 droite, schedules tournes 90 degres tapes; p4 dense, derniere page sparse.",2022,Michael T. McCaul,B_tape_tourne
8219185,2022,Michael T. McCaul,4,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel entierement tourne 90 degres (y compris la couverture p1), tape, dense.",2022,Michael T. McCaul,B_tape_tourne
8219222,2022,Michael T. McCaul,7,ptr_form,mixed,typed,dense,medium,"Couverture p1 droite, schedules tournes 90 degres tapes; p4 dense.",2022,Michael T. McCaul,B_tape_tourne
8219244,2022,Michael T. McCaul,7,ptr_form,mixed,typed,dense,medium,"Couverture p1 droite ('POSTMARK ILLEGIBLE'), schedules tournes 90 degres tapes; p4 dense.",2022,Michael T. McCaul,B_tape_tourne
8219273,2022,Michael T. McCaul,4,ptr_form,mixed,typed,dense,medium,"Couverture p1 droite, schedules tournes 90 degres tapes; p3 dense.",2022,Michael T. McCaul,B_tape_tourne
8219309,2022,Michael T. McCaul,6,ptr_form,mixed,typed,dense,medium,"Couverture p1 droite, schedules tournes 90 degres tapes; p4 dense, derniere page sparse.",2022,Michael T. McCaul,B_tape_tourne
8218652,2022,Richard B. Reisdorf,1,other,upright,mixed,sparse,high,"PAS un PTR: 'CAMPAIGN NOTICE Regarding Financial Disclosure Requirement'. Formulaire tape, nom/etat/date remplis a la main (RICHARD B REISDORF, MINNESOTA, 08 APR 2022).",2022,Richard B. Reisdorf,C_manuscrit
8218543,2022,Harold Dallas Rogers,1,ptr_form,rotated90,typed,sparse,medium,"Formulaire officiel tourne 90 degres, tape, peu de lignes (~3-4).",2022,Harold Dallas Rogers,B_tape_tourne
8218569,2022,Harold Dallas Rogers,2,ptr_form,mixed,typed,medium,medium,"p1 formulaire officiel tourne 90 degres tape (~6 lignes); p2 page de notes/continuation du meme formulaire, droite et vide.",2022,Harold Dallas Rogers,B_tape_tourne
8218620,2022,Harold Dallas Rogers,1,ptr_form,rotated90,typed,sparse,medium,"Formulaire officiel tape, tourne 90 degres, une seule ligne d'exemple/redemption, lisible mais penche.",2022,Harold Dallas Rogers,B_tape_tourne
8218642,2022,Harold Dallas Rogers,1,ptr_form,upright,typed,sparse,high,"Seul doc Rogers a l'endroit; Nothing to Report for March, parfaitement lisible.",2022,Harold Dallas Rogers,A_tape_droit
8218698,2022,Harold Dallas Rogers,2,ptr_form,mixed,typed,sparse,medium,"Page 1 tournee 90; page 2 (notes de bas de page) tournee 180. Tape, peu dense.",2022,Harold Dallas Rogers,B_tape_tourne
8218757,2022,Harold Dallas Rogers,1,ptr_form,rotated90,typed,sparse,medium,"Formulaire officiel, tourne 90, quelques lignes ETF Bridge Builder/iShares, lisible.",2022,Harold Dallas Rogers,B_tape_tourne
8218933,2022,Harold Dallas Rogers,1,ptr_form,rotated90,typed,sparse,high,"Tape, tourne 90, Nothing to report for May.",2022,Harold Dallas Rogers,B_tape_tourne
8219057,2022,Harold Dallas Rogers,1,ptr_form,rotated90,typed,sparse,medium,"Tape, tourne 90, une ligne Beechwood KY Indp Bds; lisible mais penche.",2022,Harold Dallas Rogers,B_tape_tourne
8219135,2022,Harold Dallas Rogers,1,ptr_form,rotated90,typed,sparse,high,"Tape, tourne 90, Nothing to report for July 2022.",2022,Harold Dallas Rogers,B_tape_tourne
8219218,2022,Harold Dallas Rogers,1,ptr_form,rotated90,typed,sparse,high,"Tape, tourne 90, Nothing to report for August 2022.",2022,Harold Dallas Rogers,B_tape_tourne
8219256,2022,Harold Dallas Rogers,1,ptr_form,rotated90,typed,sparse,high,"Tape, tourne 90, Nothing to report for September 2022.",2022,Harold Dallas Rogers,B_tape_tourne
8219276,2022,Harold Dallas Rogers,1,ptr_form,rotated90,typed,sparse,high,"Tape, tourne 90, Nothing to report for October 2022.",2022,Harold Dallas Rogers,B_tape_tourne
8219297,2022,Harold Dallas Rogers,2,ptr_form,rotated90,typed,sparse,high,"Tape, tourne 90 sur les 2 pages; lignes Bridge Builder INTL Equity et Vanguard FTSE Dev Mkts ETF bien lisibles.",2022,Harold Dallas Rogers,B_tape_tourne
8219092,2022,Michael Fq San Nicolas,1,ptr_form,rotated90,handwritten,medium,medium,"VRAI manuscrit: nom, dates et actifs (Shopify) ecrits a la main; formulaire officiel tourne 90. Dates manuscrites difficiles, noms d'actifs lisibles.",2022,Michael Fq San Nicolas,C_manuscrit
8218557,2022,Kurt Schrader,4,ptr_form,mixed,typed,medium,high,"Formulaire officiel. Couverture droite (avec table), pages tableau tournees 90 mais bien lisibles (Apple, Nike, Home Depot, Aon, Nuveen, iShares). Tapes.",2022,Kurt Schrader,B_tape_tourne
8218558,2022,Kurt Schrader,1,ptr_form,rotated90,mixed,sparse,medium,"Formulaire officiel tourne 90; actifs tapes (AON PLC, CHARTER COMMUNICATIONS) mais coches/cases marquees a la main; scan pale.",2022,Kurt Schrader,C_manuscrit
8218564,2022,Kurt Schrader,1,ptr_form,rotated90,typed,sparse,medium,"Formulaire officiel House tourne 90, tape, 1 actif (AON PLC / Charter Communications), tampon HAND DELIVERED.",2022,Kurt Schrader,B_tape_tourne
8218587,2022,Kurt Schrader,4,ptr_form,rotated90,typed,medium,medium,"Formulaire officiel tourne 90, tape, ~12 actifs sur 4 pages (S&P500 DEP, NVIDIA, COSTCO, VERIZON, DEERE, WALMART, EXXON, etc.).",2022,Kurt Schrader,B_tape_tourne
8218628,2022,Kurt Schrader,2,ptr_form,rotated90,typed,medium,medium,"Formulaire officiel tourne 90, tape, ~5 actifs (AMER EXPRESS, S&P500 DEP, AIR PRODUCTS, UNION PACIFIC, NUTRIEN, EXXON, GEN DYNAMICS).",2022,Kurt Schrader,B_tape_tourne
8218631,2022,Kurt Schrader,2,ptr_form,rotated90,typed,medium,medium,"Formulaire officiel tourne 90, tape; quasi-doublon de 8218628 (amendment 4/1/2022, memes actifs).",2022,Kurt Schrader,B_tape_tourne
8218777,2022,Kurt Schrader,2,ptr_form,rotated90,typed,medium,medium,"Formulaire officiel tourne 90, tape, ~8 actifs (JPMORGAN, BRKFLD, AON, CONSUMER STAPLES, HEALTH CARE SELECT, DOLLAR GENERAL, APTIV, CITIGROUP, APPLE).",2022,Kurt Schrader,B_tape_tourne
8218930,2022,Kurt Schrader,2,ptr_form,rotated90,typed,sparse,medium,"Formulaire officiel tourne 90, tape; page 1 = 3 actifs (NRG ENERGY, ALPHABET, WALMART), page 2 vierge (formulaire vide).",2022,Kurt Schrader,B_tape_tourne
8219067,2022,Kurt Schrader,1,ptr_form,rotated90,typed,sparse,medium,"Formulaire officiel tourne 90, tape, 3 actifs (DOLLAR GENERAL, HILTON WORLDWIDE, OW MUNICIPAL BOND FUND).",2022,Kurt Schrader,B_tape_tourne
8219166,2022,Kurt Schrader,2,ptr_form,rotated90,typed,medium,medium,"Formulaire officiel tourne 90, tape, ~5 actifs (CINTAS, COPART, HOWMET AEROSPACE, TAKE-2, NIKE, SAFRAN).",2022,Kurt Schrader,B_tape_tourne
8219205,2022,Kurt Schrader,2,ptr_form,rotated90,typed,medium,medium,"Formulaire officiel tourne 90, tape, ~6 actifs (ANTA SPORTS, TAKE-2, MOTOROLA SOLUTIONS, CHARTER, CINTAS, ISHARES CHINA ETF).",2022,Kurt Schrader,B_tape_tourne
8219241,2022,Kurt Schrader,2,ptr_form,rotated90,typed,sparse,medium,"Formulaire officiel tourne 90, tape; page 1 = 2 actifs (COPART, UNION PACIFIC), page 2 vierge (formulaire vide).",2022,Kurt Schrader,B_tape_tourne
8219265,2022,Kurt Schrader,2,ptr_form,rotated90,typed,medium,medium,"Formulaire officiel tourne 90, tape, ~7 actifs (CANADIAN PACIFIC, COPART, PROLOGIS, AMEREN, UNION PACIFIC, SCHLUMBERGER, CONOCOPHILLIPS).",2022,Kurt Schrader,B_tape_tourne
8219294,2022,Kurt Schrader,11,ptr_form,mixed,typed,medium,high,"Formulaire officiel, couverture droite + pages tableau tournees 90, tapees et lisibles (Magna Intl, JPMorgan, Microsoft, Crown Castle, Pepsico, Bristol Myers Squibb). Pages peu a moyennement remplies malgre les 11 pages.",2022,Kurt Schrader,B_tape_tourne
8219219,2022,Thomas Suozzi,1,ptr_form,upright,typed,sparse,high,"Formulaire officiel House DROIT (non tourne), tape, 3 actifs (VISA, HP SINCLAIR/APA, APA CORP), tampon HAND DELIVERED. Lisible sans effort.",2022,Thomas Suozzi,A_tape_droit
8219250,2022,Thomas Suozzi,2,ptr_form,upright,typed,medium,high,"Formulaire officiel House DROIT (non tourne), tape, ~8 actifs sur 2 pages (Genesee Holdings, Advanced Drainage, International Paper, Valero, NVIDIA, Boeing, AMD, Jazz Pharma, Domino's). Lisible.",2022,Thomas Suozzi,A_tape_droit
8219286,2022,Thomas Suozzi,2,ptr_form,rotated90,typed,sparse,high,"Official House PTR, sideways. ~5 typed asset lines p1 (AMD, Eaton, Generac, Goldman Sachs), 1 line p2 (Royal Pines Holdings). Faint stamp in margin but body crisp.",2022,Thomas Suozzi,B_tape_tourne
8219269,2022,Fred Upton,1,ptr_form,rotated90,handwritten,sparse,low,"Official PTR rotated 90, but reduced/shrunk scan, very faint. Name and single asset row (Baird fund trust?) handwritten and hard to decipher.",2022,Fred Upton,C_manuscrit
8219291,2022,Fred Upton,1,ptr_form,rotated90,handwritten,sparse,medium,"Official PTR rotated 90, reduced scan. Handwritten name (Fred Upton) and ~1-2 asset rows (US Treasury S-T). Small and faint but mostly readable.",2022,Fred Upton,C_manuscrit
8218568,2022,Ann Wagner,2,ptr_form,upright,typed,sparse,high,"Formulaire officiel droit, 1 transaction tapee (Canyon TX Indep Sch Dist, 01/28/22). Page 2 = continuation officielle tournee 90 mais VIDE (aucune ligne).",2022,Ann Wagner,A_tape_droit
8218640,2022,Ann Wagner,2,ptr_form,rotated90,typed,sparse,high,"Official PTR sideways, 1 typed asset line (Maricopa Cnty AZ Sch Dist No 83). 'HAND DELIVERED' stamp on p1; p2 is the blank continuation form.",2022,Ann Wagner,B_tape_tourne
8219196,2022,Ann Wagner,2,ptr_form,rotated90,typed,sparse,high,"Official PTR sideways, 1 typed asset line (Putnam Cnty TN). 'HAND DELIVERED' stamp; p2 blank continuation form.",2022,Ann Wagner,B_tape_tourne
8219232,2022,Ann Wagner,2,ptr_form,rotated90,typed,sparse,high,"Official PTR sideways, 2 typed asset lines (TX Bd Univ Sys Fin Rev; Carmel IN 2002 Sch Bldg Corp). 'HAND DELIVERED' stamp; p2 blank continuation form.",2022,Ann Wagner,B_tape_tourne
8219292,2022,Ann Wagner,2,ptr_form,rotated90,typed,sparse,high,"Official PTR sideways, 1 typed asset line (Atherton MI Cmnty Sch Dist). 'HAND DELIVERED' stamp; p2 blank continuation form.",2022,Ann Wagner,B_tape_tourne
8219414,2023,Eric Burlison,2,ptr_form,rotated90,handwritten,medium,medium,"Official PTR sideways, filled by hand. ~4-5 asset rows p1 (Fed Mutual, GrafTech Intl, Amazon, Carnival), 1 row p2 (Academy Sports Outdoor). 'HAND DELIVERED' stamp. Block handwriting, mostly readable.",2023,Eric Burlison,C_manuscrit
8219430,2023,Tom Cole,1,ptr_form,rotated90,handwritten,sparse,medium,"Official PTR sideways, single page. Handwritten name (Thomas Jeffrey Cole) and 1 asset line (partial sale); asset name in cursive, somewhat hard to read.",2023,Tom Cole,C_manuscrit
8219893,2023,Tom Cole,1,ptr_form,rotated90,typed,sparse,high,"Official PTR sideways, single page, fully typed. 1 asset line (Cole Wynne Westgate and Nicholas Inc Common Stock). 'HAND DELIVERED' stamp.",2023,Tom Cole,B_tape_tourne
8219359,2023,"Charles J. ""Chuck"" Fleischmann",3,ptr_form,mixed,typed,medium,high,"Formulaire officiel 3 pages, dactylographie. Page 1 upright (~5 lignes). Pages 2 et 3 du MEME formulaire mais TOURNEES 90 degres, ~7-8 lignes chacune (ETFs SPDR/iShares). Orientation mixte mais texte net et lisible.",2023,"Charles J. ""Chuck"" Fleischmann",B_tape_tourne
8219527,2023,"Charles J. ""Chuck"" Fleischmann",3,ptr_form,mixed,typed,sparse,high,"Formulaire officiel 3 pages, dactylographie. Page 1 upright (~6 lignes), tampon 'HAND DELIVERED'. Pages 2 (~4 lignes) et 3 (~3 lignes: Tencent ADR, 3M CO, Upwork) TOURNEES 90 degres. Orientation mixte, peu de lignes, tres lisible.",2023,"Charles J. ""Chuck"" Fleischmann",B_tape_tourne
